seed,horizon,space,block,contrast_formula,contrast_of_l2_norms,quantity_definition,exploratory_only,claim_ceiling
3,0,state,scaler,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,theta,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,theta,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,theta,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,theta,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,theta,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,v,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,v,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,v,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,v,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,0,state,v,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,feature,norm_C_minus_norm_A,0.0006616722841812361,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,feature,norm_B_minus_norm_D,0.0027983615705977627,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,feature,norm_D_minus_norm_A,0.003006215446909266,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,feature,norm_B_minus_norm_C,0.005142904733325793,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,feature,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0021366892864165266,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,residual,norm_C_minus_norm_A,0.035945801565375524,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,residual,norm_B_minus_norm_D,-0.004470848413466344,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,residual,norm_D_minus_norm_A,0.02522593146181107,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,residual,norm_B_minus_norm_C,-0.015190718517030799,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,observable,residual,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-0.04041664997884187,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,EMA,norm_C_minus_norm_A,-8.216375135816634e-09,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,EMA,norm_B_minus_norm_D,-1.6371359379263595e-08,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,EMA,norm_D_minus_norm_A,1.8349055608268827e-09,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,EMA,norm_B_minus_norm_C,-6.320078682620078e-09,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,EMA,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-8.154984243446961e-09,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,m,norm_C_minus_norm_A,1.3284076038778494,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,m,norm_B_minus_norm_D,1.176758074309987,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,m,norm_D_minus_norm_A,-8.78588880328789,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,m,norm_B_minus_norm_C,-8.937538332855752,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,m,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-0.15164952956786237,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,net_buffer,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,net_buffer,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,net_buffer,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,net_buffer,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,net_buffer,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,scaler,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,scaler,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,scaler,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,scaler,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,scaler,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,theta,norm_C_minus_norm_A,1.2084451554983389e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,theta,norm_B_minus_norm_D,1.1012284630851354e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,theta,norm_D_minus_norm_A,1.7254983504244592e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,theta,norm_B_minus_norm_C,1.6182816580112558e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,theta,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-1.0721669241320342e-07,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,v,norm_C_minus_norm_A,-0.6655003872729139,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,v,norm_B_minus_norm_D,-0.5689837627141969,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,v,norm_D_minus_norm_A,-19.7371880197461,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,v,norm_B_minus_norm_C,-19.640671395187383,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,1,state,v,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.09651662455871701,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,feature,norm_C_minus_norm_A,-0.0010622075744919357,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,feature,norm_B_minus_norm_D,-0.001709425329728731,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,feature,norm_D_minus_norm_A,-0.0006983002475422495,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,feature,norm_B_minus_norm_C,-0.0013455180027790448,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,feature,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-0.0006472177552367953,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,residual,norm_C_minus_norm_A,0.04116960206646203,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,residual,norm_B_minus_norm_D,0.03787361225778629,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,residual,norm_D_minus_norm_A,0.011911797260007795,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,residual,norm_B_minus_norm_C,0.008615807451332058,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,observable,residual,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-0.0032959898086757367,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,EMA,norm_C_minus_norm_A,4.1481143853161484e-08,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,EMA,norm_B_minus_norm_D,1.177795638795942e-09,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,EMA,norm_D_minus_norm_A,7.297012416529469e-08,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,EMA,norm_B_minus_norm_C,3.266677595092915e-08,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,EMA,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-4.030334821436554e-08,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,m,norm_C_minus_norm_A,0.32955287550578305,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,m,norm_B_minus_norm_D,6.553586975514236,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,m,norm_D_minus_norm_A,-17.869964345100755,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,m,norm_B_minus_norm_C,-11.645930245092302,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,m,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,6.224034100008453,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,net_buffer,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,net_buffer,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,net_buffer,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,net_buffer,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,net_buffer,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,scaler,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,scaler,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,scaler,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,scaler,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,scaler,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,theta,norm_C_minus_norm_A,7.274467452589306e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,theta,norm_B_minus_norm_D,6.04741749157256e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,theta,norm_D_minus_norm_A,5.175746628083289e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,theta,norm_B_minus_norm_C,3.9486966670665424e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,theta,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-1.2270499610167462e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,v,norm_C_minus_norm_A,21.29788637252932,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,v,norm_B_minus_norm_D,7.651750094679301,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,v,norm_D_minus_norm_A,-36.43700593757967,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,v,norm_B_minus_norm_C,-50.08314221542969,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,4,state,v,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-13.646136277850019,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,feature,norm_C_minus_norm_A,0.0025406205313807106,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,feature,norm_B_minus_norm_D,-3.890995424526977e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,feature,norm_D_minus_norm_A,-0.003128323078506412,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,feature,norm_B_minus_norm_C,-0.005707853564132392,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,feature,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-0.0025795304856259804,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,residual,norm_C_minus_norm_A,-0.07024881197164645,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,residual,norm_B_minus_norm_D,0.012987793627520783,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,residual,norm_D_minus_norm_A,-0.048105746034823205,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,residual,norm_B_minus_norm_C,0.03513085956434403,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,observable,residual,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.08323660559916723,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,EMA,norm_C_minus_norm_A,5.928337031946285e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,EMA,norm_B_minus_norm_D,2.991023393406067e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,EMA,norm_D_minus_norm_A,4.364440883364296e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,EMA,norm_B_minus_norm_C,1.427127244824078e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,EMA,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-2.9373136385402177e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,m,norm_C_minus_norm_A,-29.70210671648806,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,m,norm_B_minus_norm_D,-24.975175037691372,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,m,norm_D_minus_norm_A,-34.36441005637204,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,m,norm_B_minus_norm_C,-29.63747837757535,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,m,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,4.726931678796689,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,net_buffer,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,net_buffer,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,net_buffer,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,net_buffer,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,net_buffer,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,scaler,norm_C_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,scaler,norm_B_minus_norm_D,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,scaler,norm_D_minus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,scaler,norm_B_minus_norm_C,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,scaler,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.0,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,theta,norm_C_minus_norm_A,0.000808144658094534,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,theta,norm_B_minus_norm_D,0.0008101602070382796,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,theta,norm_D_minus_norm_A,5.184692781767808e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,theta,norm_B_minus_norm_C,7.200241725513479e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,theta,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,2.015548943745671e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,v,norm_C_minus_norm_A,-59.111289832828334,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,v,norm_B_minus_norm_D,-62.24422758538276,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,v,norm_D_minus_norm_A,-186.45049687975552,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,v,norm_B_minus_norm_C,-189.58343463230995,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,16,state,v,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,-3.132937752554426,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,feature,norm_C_minus_norm_A,-0.011273459263051677,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,feature,norm_B_minus_norm_D,-0.011017700418513243,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,feature,norm_D_minus_norm_A,-0.004242474432437859,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,feature,norm_B_minus_norm_C,-0.003986715587899425,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,feature,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.000255758844538434,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,residual,norm_C_minus_norm_A,0.004227495055543873,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,residual,norm_B_minus_norm_D,0.06985506005303965,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,residual,norm_D_minus_norm_A,0.011879114747458397,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,residual,norm_B_minus_norm_C,0.07750667974495418,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,observable,residual,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,0.06562756499749578,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,EMA,norm_C_minus_norm_A,5.852848516951781e-07,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,EMA,norm_B_minus_norm_D,1.4243706573324744e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,EMA,norm_D_minus_norm_A,4.832789727515774e-06,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,EMA,norm_B_minus_norm_C,1.849121144914534e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,EMA,norm_B_minus_norm_C_minus_norm_D_plus_norm_A,1.3658421721629566e-05,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,m,norm_C_minus_norm_A,-37.02352558328778,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
3,64,state,m,norm_B_minus_norm_D,-4.169005677010659,linear contrast of branch-specific absolute value_norm,True,descriptive absolute-norm contrast; not a target or denominator effect
